metric,fear_mean,greed_mean,difference_greed_minus_fear,pct_change_vs_fear,permutation_p_value
daily_pnl,5185.146443205064,4144.208333580919,-1040.938109624145,-20.075384967926112,0.45527236381809094
win_rate,0.35707081909219934,0.36274771314398035,0.005676894051781012,1.5898510178495375,0.7136431784107946
drawdown_proxy,-1101.4498951050632,-926.1595383279387,175.29035677712454,15.914510279235557,0.7736131934032984
trades_per_day,105.3632911392405,76.91226575809199,-28.45102538114851,-27.002787283428432,0.001999000499750125
avg_trade_size_usd,8529.859802485056,5954.63263265916,-2575.2271698258965,-30.190732666856256,0.0029985007496251873
long_short_ratio,8.219182813697072,5.707994319852172,-2.5111884938449007,-30.55277575357084,0.057971014492753624
avg_effective_leverage,552.9303356810615,616.7206093139619,63.79027363290038,11.53676503466353,0.7081459270364817
